GEOCODE,ID,COD_SET_ZON,COD_QDR_ZON,COD_LOG_ZON,COD_CNDM_ZON,COD_LOTE_ZON,SGL_SUBP_EDIC,SGL_DSTR_EDIC,COD_TSTD_ZON,IND_VRFC_EDIC,IND_EXCL_INCL_CRGA,SGL_ZONA_01_ZON,COD_PRMR_01_ZON,SGL_LNDR_01_ZON,COD_TIP_LEGC_01,COD_LEGC_01_ZON,ANO_LEGC_01_ZON,IND_ADCA_CRGA,SGL_ZONA_02_ZON,COD_PRMR_02_ZON,SGL_LNDR_02_ZON,COD_TIP_LEGC_02,COD_LEGC_02_ZON,ANO_LEGC_02_ZON,SGL_ZONA_03_ZON,COD_PRMR_03_ZON,SGL_LNDR_03_ZON,COD_TIP_LEGC_03,COD_LEGC_03_ZON,ANO_LEGC_03_ZON,SGL_ZONA_04_ZON,COD_PRMR_04_ZON,SGL_LNDR_04_ZON,COD_TIP_LEGC_04,COD_LEGC_04_ZON,ANO_LEGC_04_ZON,SGL_ZONA_05_ZON,COD_PRMR_05_ZON,SGL_LNDR_05_ZON,COD_TIP_LEGC_05,COD_LEGC_05_ZON,ANO_LEGC_05_ZON,SGL_ZONA_06_ZON,COD_PRMR_06_ZON,SGL_LNDR_06_ZON,COD_TIP_LEGC_06,COD_LEGC_06_ZON,ANO_LEGC_06_ZON,COD_AREA_CONST,COD_AREA_LT,COD_END_LOG,COD_NUM_PORT,COD_SIT,VALOR_MET_CODLOG,VALOR_MET_MED_ZON,NUM_PAV,SGL_ZON_URB_RUR,ANO_CONST,IND_EXCL_OBS,TXT_OBS_01_EDIC,TXT_OBS_02_EDIC,NOME_CID_EDIC,NOME_EST_EDIC,NOME_PAIS_EDIC,REG_LIM_ADM,QUADRIMESTRE,COD_ANO,COD_COND,Lat_Y_,Long_X_
"RUA PAMPLONA, 1444,SAO PAULO, SAO PAULO - BRASIL","014050153729000905","014","050","153729","00","0905",PI,JDP,"1",S,S,ZEU,"0",,,"0","0",S,QA,"5",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","452","254",RUA PAMPLONA,"1444","2","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5692455","-46,6591977"
"RUA AUREKIO BRASIL RIBEIRO, 528,SAO PAULO, SAO PAULO - BRASIL","308209486833000041","308","209","486833","00","0041",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","200","154",RUA AUREKIO BRASIL RIBEIRO,"528","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4584714","-46,7009381"
"RUA JAPUIRA,  225,SAO PAULO, SAO PAULO - BRASIL","308200486892000012","308","200","486892","00","0012",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","30","52",RUA JAPUIRA," 225","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4767285","-46,6127798"
"RUA ANHUMBI, 150,SAO PAULO, SAO PAULO - BRASIL","308208486825000107","308","208","486825","00","0107",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","200","140",RUA ANHUMBI,"150","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,64312","-46,7164362"
"VP SEM DEN TRINTA E UM, 649,SAO PAULO, SAO PAULO - BRASIL","308208517631000048","308","208","517631","00","0048",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","210","132",VP SEM DEN TRINTA E UM,"649","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5557714","-46,6395571"
"RUA AURELIO BRASIL RIBEIRO, 576,SAO PAULO, SAO PAULO - BRASIL","308209486833000017","308","209","486833","00","0017",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","220","226",RUA AURELIO BRASIL RIBEIRO,"576","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4590335","-46,7019761"
"TV UM VILA SAO LUIZ, 296,SAO PAULO, SAO PAULO - BRASIL","308208517518000017","308","208","517518","00","0017",FO,BRL,"5",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","84",TV UM VILA SAO LUIZ,"296","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5713483","-46,7412003"
"VP CARDEAL, 60,SAO PAULO, SAO PAULO - BRASIL","308207517470000040","308","207","517470","00","0040",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","50","56",VP CARDEAL,"60","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,6429649","-46,7306038"
"VP SEM DEN CINCO VILA SAO LUIZ, 13,SAO PAULO, SAO PAULO - BRASIL","308208517666000104","308","208","517666","00","0104",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","200","157",VP SEM DEN CINCO VILA SAO LUIZ,"13","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5713483","-46,7412003"
"RUA JAPUIRA, 198,SAO PAULO, SAO PAULO - BRASIL","308201486892000027","308","201","486892","00","0027",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","136",RUA JAPUIRA,"198","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4769342","-46,6126335"
"TV UM VL SAO LUIZ, 23,SAO PAULO, SAO PAULO - BRASIL","308208517518000077","308","208","517518","00","0077",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","120","73",TV UM VL SAO LUIZ,"23","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5281354","-46,6114722"
"VP SEM DEN QUATRO VL SAO LUIZ, 268,SAO PAULO, SAO PAULO - BRASIL","308208517658000100","308","208","517658","00","0100",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","62",VP SEM DEN QUATRO VL SAO LUIZ,"268","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5713483","-46,7412003"
"VP SABIA-PARDO, 161,SAO PAULO, SAO PAULO - BRASIL","308208489816000139","308","208","489816","00","0139",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","79",VP SABIA-PARDO,"161","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5790136","-46,5797561"
"RUA AURELIO BRASIL RIBEIRO, 554,SAO PAULO, SAO PAULO - BRASIL","308209486833000027","308","209","486833","00","0027",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","230","172",RUA AURELIO BRASIL RIBEIRO,"554","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,458782","-46,7015361"
"RUA EXPEDITO DE ARAUJO OLIVEIRA, 228,SAO PAULO, SAO PAULO - BRASIL","308200491322000020","308","200","491322","00","0020",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","180","132",RUA EXPEDITO DE ARAUJO OLIVEIRA,"228","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4603397","-46,7002362"
"TV DOIS A VL SAO LUIZ, 649,SAO PAULO, SAO PAULO - BRASIL","308207517542000003","308","207","517542","00","0003",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","40","45",TV DOIS A VL SAO LUIZ,"649","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5713483","-46,7412003"
"VP SABIA-CASTANHO, 502,SAO PAULO, SAO PAULO - BRASIL","308209486850000050","308","209","486850","00","0050",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","90","75",VP SABIA-CASTANHO,"502","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5790136","-46,5797561"
"RUA EXPEDITO DE ARAUJO OLIVEIRA, 238,SAO PAULO, SAO PAULO - BRASIL","308200491322000015","308","200","491322","00","0015",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","170","155",RUA EXPEDITO DE ARAUJO OLIVEIRA,"238","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4605226","-46,7005147"
"VP SABIA-PARDO, 161,SAO PAULO, SAO PAULO - BRASIL","308208489816000135","308","208","489816","00","0135",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","72",VP SABIA-PARDO,"161","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5790136","-46,5797561"
"RUA AURELIO BRASIL RIBEIRO, 560,SAO PAULO, SAO PAULO - BRASIL","308209486833000019","308","209","486833","00","0019",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","200","231",RUA AURELIO BRASIL RIBEIRO,"560","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4588884","-46,7018251"
"RUA ANHUMBI, 210,SAO PAULO, SAO PAULO - BRASIL","308208486825000146","308","208","486825","00","0146",FO,BRL,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","350","114",RUA ANHUMBI,"210","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,6429328","-46,7169088"
"RUA AURELIO BRASIL RIBEIRO, 508,SAO PAULO, SAO PAULO - BRASIL","308209486833000046","308","209","486833","00","0046",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","170","134",RUA AURELIO BRASIL RIBEIRO,"508","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4584242","-46,7006928"
"RUA DOMINGOS DE MAGALHAES, 100,SAO PAULO, SAO PAULO - BRASIL","078406736848000070","078","406","736848","00","0070",PJ,SDO,"1",S,S,ZM,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","107","90",RUA DOMINGOS DE MAGALHAES,"100","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4906853","-46,7397727"
"VP SEM DEN VINTE E SETE, 23,SAO PAULO, SAO PAULO - BRASIL","308208517607000065","308","208","517607","00","0065",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","180","121",VP SEM DEN VINTE E SETE,"23","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,7513938","-46,6762792"
"VP SABIA-DO-CAMPO, 778,SAO PAULO, SAO PAULO - BRASIL","308203486868000017","308","203","486868","00","0017",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","131",VP SABIA-DO-CAMPO,"778","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,691142","-46,6705155"
"RUA FLORIANO DA COSTA BARROSO, 10,SAO PAULO, SAO PAULO - BRASIL","308210683868000001","308","210","683868","00","0001",FO,BRL,"3",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","6061","10797",RUA FLORIANO DA COSTA BARROSO,"10","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4581267","-46,7020895"
"TV GARCA-BRANCA, 13,SAO PAULO, SAO PAULO - BRASIL","308204489840000030","308","204","489840","00","0030",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","130","98",TV GARCA-BRANCA,"13","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4599122","-46,7033169"
"RUA AURELIO BRASIL RIBEIRO, 630,SAO PAULO, SAO PAULO - BRASIL","308208486833000125","308","208","486833","00","0125",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","180","86",RUA AURELIO BRASIL RIBEIRO,"630","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4592165","-46,703118"
"RUA ANHUMBI, 209,SAO PAULO, SAO PAULO - BRASIL","308208486825000144","308","208","486825","00","0144",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","140","68",RUA ANHUMBI,"209","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,6434209","-46,7168718"
"RUA EXPEDITO DE ARAUJO OLIVEIRA, 228,SAO PAULO, SAO PAULO - BRASIL","308200491322000019","308","200","491322","00","0019",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","147",RUA EXPEDITO DE ARAUJO OLIVEIRA,"228","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4603397","-46,7002362"
"VP SEM DEN VINTE E SETE, 23,SAO PAULO, SAO PAULO - BRASIL","308208517607000062","308","208","517607","00","0062",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","140","86",VP SEM DEN VINTE E SETE,"23","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,7513938","-46,6762792"
"RUA AURELIO BRASIL RIBEIRO, 536,SAO PAULO, SAO PAULO - BRASIL","308209486833000037","308","209","486833","00","0037",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","170","149",RUA AURELIO BRASIL RIBEIRO,"536","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4585736","-46,7011268"
"RUA EXPEDITO DE ARAUJO OLIVEIRA, 224,SAO PAULO, SAO PAULO - BRASIL","308200491322000022","308","200","491322","00","0022",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","210","158",RUA EXPEDITO DE ARAUJO OLIVEIRA,"224","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4603782","-46,7000597"
"VP SEM DEN ONE VL SAO LUIZ, 18,SAO PAULO, SAO PAULO - BRASIL","308209517577000064","308","209","517577","00","0064",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","80","47",VP SEM DEN ONE VL SAO LUIZ,"18","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5713483","-46,7412003"
"TV UM VL SAO LUIZ, 23,SAO PAULO, SAO PAULO - BRASIL","308208517518000027","308","208","517518","00","0027",FO,BRL,"5",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","19",TV UM VL SAO LUIZ,"23","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,5281354","-46,6114722"
"VP SEM DEN QUATORZE , 57,SAO PAULO, SAO PAULO - BRASIL","308198517585000002","308","198","517585","00","0002",FO,BRL,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","55","38",VP SEM DEN QUATORZE,"57","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,709328","-46,6204355"
"RUA AURELIO BRASIL RIBEIRO, 614,SAO PAULO, SAO PAULO - BRASIL","308208486833000156","308","208","486833","00","0156",FO,BRL,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","130","56",RUA AURELIO BRASIL RIBEIRO,"614","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","0","-23,4592165","-46,703118"
"RUA DOMINGOS JOSE SAPIENZA, 208,SAO PAULO, SAO PAULO - BRASIL","305046613649050000","305","046","613649","05","0000",CV,CAC,"2",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","1000",RUA DOMINGOS JOSE SAPIENZA,"208","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","1","-23,4682365","-46,6501115"
"RUA MANDIBA, 620,SAO PAULO, SAO PAULO - BRASIL","076156125857040000","076","156","125857","04","0000",CV,CVE,"1",S,S,ZM,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","368",RUA MANDIBA,"620","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","1","-23,4868286","-46,6585149"
", ,SAO PAULO, SAO PAULO - BRASIL","078528168386050000","078","528","168386","05","0000",PJ,PIR,"2",S,S,ZM,"0",,,"0","0",S,QA,"99",,,"0","0",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","0",,,"2","0","0",,U,,,LOTE NAO ENCONTRADO.,IMPOSSIBILITANDO A DETERMINACAO DE QA E MA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","1","-23,5557714","-46,6395571"
"RUA SAGUAIRU, 1250,SAO PAULO, SAO PAULO - BRASIL","306112178322050000","306","112","178322","05","0000",CV,CVE,"1",S,S,ZM,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","615",RUA SAGUAIRU,"1250","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","1","-23,5115837","-46,6614035"
"RUA FRANZ SCHUBERT, 180,SAO PAULO, SAO PAULO - BRASIL","083207075973050000","083","207","075973","05","0000",PI,PIN,"2",S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"12",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","1023",RUA FRANZ SCHUBERT,"180","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","1","-23,5839829","-46,6894671"
"RUA CORIOLANO, 710,SAO PAULO, SAO PAULO - BRASIL","023048053180050000","023","048","053180","05","0000",LA,LAP,"3",S,S,ZC,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","3595",RUA CORIOLANO,"710","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","1","-23,5258261","-46,6923046"
"RUA JOAO DE LEDESMA, 158,SAO PAULO, SAO PAULO - BRASIL","067247102466040000","067","247","102466","04","0000",ST,TUC,"1",S,S,ZM,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","245",RUA JOAO DE LEDESMA,"158","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,PRIMEIRO QUADRIMESTRE,"2022","1","-23,4715646","-46,5896661"
", ,SAO PAULO, SAO PAULO - BRASIL","078528795879040000","078","528","795879","04","0000",PJ,PIR,"2",S,S,ZM,"0",,,"0","0",S,QA,"99",,,"0","0",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","0",,,"2","0","0",,U,,,LOTE NAO ENCONTRADO.,IMPOSSIBILITANDO A DETERMINACAO DE QA E MA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","1","-23,5557714","-46,6395571"
"RUA FORTUNATO FERRAZ, 250,SAO PAULO, SAO PAULO - BRASIL","098030072931040000","098","030","072931","04","0000",LA,LAP,"1",S,S,ZM,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","19164",RUA FORTUNATO FERRAZ,"250","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","1","-23,5177188","-46,7136869"
"RUA APINAJES, 117,SAO PAULO, SAO PAULO - BRASIL","021048019429040000","021","048","019429","04","0000",LA,PRD,"1",S,S,ZEU,"0",,,"0","0",S,QA,"5",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","630",RUA APINAJES,"117","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2022","1","-23,5328614","-46,6767849"
"RUA S PEDRO DA ALDEIA, 62,SAO PAULO, SAO PAULO - BRASIL","067492158950030000","067","492","158950","03","0000",ST,TUC,"1",S,S,ZM,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","301",RUA S PEDRO DA ALDEIA,"62","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,PRIMEIRO QUADRIMESTRE,"2022","1","-23,4733972","-46,5898606"
